t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,delta1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT,K81,K82,K83,K84,K91,K92,K93,K94
0.22,-6.49923,-1.02556,0.071587,0.0726634,0.00208381,0.86356,-0.785655,-0.762286,0.784447,0.0121355,3.14138,-1.89069,1.96106,-3.51018,3.53095,0.40672,-0.395114,-2.81329,2.88196,-4.4356,4.44967,-0.513884,0.52576,-5.44935,-1.02197,-7.80974,0.570125,-7.77207,-2.68888,-4.89923,-1.02222,-7.30212,0.358414,-7.29634,-2.41286,0.0223745,0.415881,-0.511687,0.0667824,-0.0255565,-0.0108401,0.00207118,-0.0144975,-0.785667,-0.318808,0.785643,-0.00587657,3.14132,0.0160475,1.96105,-0.2437,3.53185,-0.0119169,-0.395144,-0.0149077,1.00484,0.000898805,-1.25587,1.2564,-0.0772747,9.63926,-19.2865,9.6478,-1.31251,-5.10757,10.2181,-9.56206,4.73065,-0.331477,0.0098717,-0.0197146,-1.03625,0.670794,-37.3249,17.5848,0,19.7263,-1.04966,8.51307,-3.80587,3.50598,-0.290814,-0.0284902,0.0108032,-1.23967,0.200521,0.245801,0.247095,0.246893,0.94543,0.800348,0.246468,1.08401,0.694697,0.258591,0.857676,0.804815,0.210973,0.204994,0.240506,-6.49915,-1,-0.0255565,0,3,0,-1.73472e-18,1.30104e-18,-2.56956e-17,-1.9082e-17,-1.38778e-17,-1.71304e-17,-1.73472e-17,6.76542e-17,5.13912e-17,0,-0.785693,-0.035703,0.785668,0.00104532,3.14159,1.96105,-0.0487399,3.53185,-0.00238337,-0.392699,2.88194,-0.160254,4.45272,-0.00159415,0.523599,0,0,0,0.0666583,0.00207118,-0.785667,0.785643,3.14132,1.96105,3.53185,-0.395144,2.88194,4.45274,0.525732,1.26324e-05,-5.03049,3.05516,1.00857e-05,0.279646,0.00903354,0.316264,-0.322187,-0.0516876
0.24,-6.49885,-1.02578,0.0761952,0.0772949,0.00208763,0.868157,-0.785661,-0.761931,0.784362,0.0121755,3.14137,-1.88607,1.96105,-3.50947,3.53087,0.406846,-0.395122,-2.80836,2.88195,-4.4349,4.4494,-0.513934,0.525756,-5.44897,-1.02218,-7.80935,0.569906,-7.77168,-2.6891,-4.89885,-1.02244,-7.30174,0.358189,-7.29595,-2.41309,0.0226492,0.416523,-0.511252,0.0717199,-0.0257784,-0.0108012,0.00207078,-0.014917,-0.785677,-0.341638,0.785645,-0.00566132,3.14131,0.0165405,1.96103,-0.260586,3.53183,-0.0111416,-0.39516,-0.0149285,1.00552,0.000951438,-1.25671,1.25729,-0.0825603,9.69784,-19.4044,9.7066,-1.40886,-5.16605,10.3354,-9.62475,4.75409,-0.353764,0.0101648,-0.0203009,-1.03046,0.690909,-37.7217,17.6816,0,20.0266,-1.11543,8.67116,-3.84304,3.51322,-0.313029,-0.0366229,0.0138191,-1.24161,0.20059,0.230411,0.231577,0.229852,0.974903,0.826408,0.23098,1.11904,0.731464,0.246833,0.892401,0.826744,0.211773,0.205336,0.243947,-6.49886,-1,-0.0257784,0,4,-1.73472e-18,-5.20417e-18,2.05998e-18,-2.66714e-17,-2.25514e-17,-2.25514e-17,-2.56956e-17,-2.25514e-17,-2.08167e-17,-5.31259e-17,0,-0.785711,-0.0378752,0.785678,0.00098828,3.14159,1.96103,-0.0521171,3.53183,-0.00222831,-0.392699,2.88193,-0.173828,4.45271,-0.00140909,0.523599,0,0,0,0.0715701,0.00207078,-0.785677,0.785645,3.14131,1.96103,3.53183,-0.39516,2.88193,4.45273,0.525721,1.68436e-05,-5.04158,3.10673,1.03313e-05,0.216257,0.0101147,0.321094,-0.327823,-0.0569819
0.26,-6.49841,-1.026,0.0805208,0.081643,0.00209103,0.872451,-0.785666,-0.761601,0.784284,0.0125619,3.14137,-1.88174,1.96104,-3.50879,3.53079,0.407424,-0.395133,-2.80364,2.88194,-4.43423,4.44914,-0.5136,0.52575,-5.44854,-1.02239,-7.80893,0.569687,-7.77124,-2.68932,-4.89842,-1.02265,-7.30131,0.357964,-7.29551,-2.41331,0.022907,0.417135,-0.510843,0.0763469,-0.0260005,-0.0107672,0.00206576,-0.0156035,-0.785691,-0.362812,0.785642,-0.00593594,3.1413,0.0169583,1.96101,-0.276412,3.53181,-0.011123,-0.395179,-0.0149506,1.00621,0.000999036,-1.25756,1.25818,-0.090403,9.75346,-19.5164,9.76207,-1.49522,-5.22156,10.4467,-9.68409,4.7756,-0.373501,0.00990996,-0.0197927,-1.025,0.709445,-38.1059,17.7756,0,20.3172,-1.17693,8.82406,-3.87904,3.51997,-0.333321,-0.0372224,0.0139803,-1.24399,0.200659,0.21628,0.217408,0.21472,1.00288,0.845724,0.216748,1.15225,0.760323,0.235765,0.925226,0.843458,0.212505,0.205656,0.247295,-6.49829,-1,-0.0260005,0,6,0,-1.04083e-17,-8.0231e-18,3.20924e-17,5.20417e-18,3.46945e-18,-3.57787e-18,-3.81639e-17,5.0307e-17,2.81893e-17,0,-0.785742,-0.0400908,0.785692,0.00103763,3.14159,1.96101,-0.0552824,3.53181,-0.00222461,-0.392699,2.88192,-0.18701,4.4527,-0.00138218,0.523599,0,0,0,0.0761699,0.00206576,-0.785691,0.785642,3.1413,1.96101,3.53181,-0.395179,2.88192,4.45271,0.525706,2.52666e-05,-5.05255,3.15691,1.04984e-05,0.156305,0.0101519,0.326279,-0.333127,-0.062145
0.28,-6.49799,-1.0262,0.0845779,0.0857209,0.00209372,0.87646,-0.785671,-0.761277,0.784211,0.0129233,3.14136,-1.87767,1.96103,-3.50817,3.53072,0.407966,-0.395144,-2.79914,2.88193,-4.43361,4.44888,-0.513292,0.525743,-5.44811,-1.02258,-7.8085,0.569488,-7.77082,-2.68952,-4.89799,-1.02285,-7.30089,0.357761,-7.29509,-2.41351,0.0231641,0.417702,-0.510472,0.0806968,-0.0262019,-0.0107337,0.00206424,-0.0164575,-0.7857,-0.382343,0.785642,-0.00615694,3.14129,0.0173399,1.961,-0.291271,3.5318,-0.0111051,-0.395193,-0.0149715,1.0069,0.00104493,-1.25841,1.25906,-0.0999226,9.80638,-19.6229,9.81457,-1.57251,-5.27375,10.5514,-9.73963,4.79509,-0.391521,0.00971038,-0.0193949,-1.01991,0.727117,-38.4777,17.8668,0,20.5982,-1.23478,8.97194,-3.91389,3.52629,-0.352441,-0.0377963,0.0141336,-1.24623,0.200727,0.202856,0.203894,0.200434,1.0282,0.863798,0.203267,1.18304,0.787448,0.224966,0.955865,0.858854,0.213173,0.205956,0.250554,-6.49801,-1,-0.0262019,0,7,3.46945e-18,0,-4.55365e-18,4.55365e-18,0,-3.46945e-18,-2.1684e-19,0,-3.46945e-18,2.27682e-17,0,-0.785759,-0.0421223,0.785701,0.00107656,3.14159,1.961,-0.0582542,3.5318,-0.00222103,-0.392699,2.88191,-0.199812,4.45269,-0.00135581,0.523599,0,0,0,0.0804913,0.00206424,-0.7857,0.785642,3.14129,1.961,3.5318,-0.395193,2.88191,4.4527,0.525695,2.94784e-05,-5.06341,3.20573,1.06611e-05,0.0989383,0.0101879,0.331325,-0.338289,-0.0672954
0.3,-6.49742,-1.02645,0.0884053,0.0895687,0.00209676,0.880227,-0.785676,-0.761032,0.784143,0.0128965,3.14136,-1.87384,1.96102,-3.50755,3.53066,0.408084,-0.395153,-2.79482,2.88193,-4.43301,4.44864,-0.513405,0.525739,-5.44754,-1.02281,-7.80793,0.569248,-7.77024,-2.68976,-4.89742,-1.02309,-7.30032,0.357515,-7.29451,-2.41376,0.0233443,0.418259,-0.510108,0.0847751,-0.0264454,-0.0107033,0.00205886,-0.0174649,-0.785714,-0.400923,0.785639,-0.00598377,3.14128,0.0176433,1.96098,-0.305196,3.53178,-0.0104632,-0.395213,-0.0149933,1.00757,0.0010881,-1.25924,1.25994,-0.110979,9.85664,-19.7241,9.86417,-1.64407,-5.32458,10.6534,-9.7939,4.81387,-0.409016,0.00994953,-0.0198734,-1.01501,0.743047,-38.8369,17.955,0,20.8692,-1.2887,9.11459,-3.94756,3.53216,-0.370914,-0.0448514,0.0167023,-1.24778,0.200795,0.191368,0.192388,0.188345,1.05361,0.8858,0.191761,1.21323,0.818338,0.215871,0.985851,0.876924,0.2138,0.206236,0.253717,-6.49744,-1,-0.0264454,0,9,-3.46945e-18,-1.73472e-17,-1.27936e-17,-3.55618e-17,0,-4.51028e-17,-4.97649e-17,-4.16334e-17,-3.81639e-17,-5.33427e-17,0,-0.78579,-0.0438785,0.785714,0.00102995,3.14159,1.96098,-0.0610391,3.53178,-0.00209264,-0.392699,2.88189,-0.212217,4.45267,-0.00116692,0.523599,0,0,0,0.08454,0.00205886,-0.785714,0.785639,3.14128,1.96098,3.53178,-0.395213,2.88189,4.45269,0.525679,3.79025e-05,-5.07407,3.2531,1.06484e-05,0.0471213,0.0112506,0.335702,-0.343491,-0.0725024
0.32,-6.49685,-1.02667,0.0920131,0.0931968,0.00209921,0.883768,-0.78568,-0.760779,0.784079,0.0132129,3.14135,-1.87022,1.96101,-3.50697,3.53059,0.408572,-0.395163,-2.79069,2.88192,-4.43244,4.4484,-0.513137,0.525733,-5.44698,-1.02303,-7.80737,0.569029,-7.76967,-2.68998,-4.89685,-1.02331,-7.29976,0.35729,-7.29394,-2.41399,0.0235385,0.418783,-0.509772,0.0886245,-0.0266682,-0.0106741,0.00205288,-0.0185735,-0.785727,-0.418164,0.785634,-0.00623572,3.14126,0.0179507,1.96096,-0.318347,3.53176,-0.0104456,-0.395232,-0.0150149,1.00825,0.00112977,-1.26007,1.26081,-0.123097,9.90464,-19.8207,9.91132,-1.70853,-5.37254,10.7496,-9.84489,4.831,-0.424461,0.00970725,-0.0193903,-1.01041,0.758932,-39.1853,18.0407,0,21.132,-1.33999,9.25289,-3.98022,3.53772,-0.387938,-0.0454795,0.0168694,-1.24975,0.200862,0.180393,0.181408,0.177063,1.07707,0.901621,0.180739,1.24148,0.842723,0.206854,1.01398,0.890361,0.214377,0.206501,0.256807,-6.49687,-1,-0.0266682,0,11,0,3.46945e-18,-4.44523e-18,5.20417e-18,-1.73472e-17,2.42861e-17,2.77556e-17,2.77556e-17,1.17961e-16,1.04083e-16,0,-0.785819,-0.0456892,0.785727,0.00107703,3.14159,1.96096,-0.0636694,3.53176,-0.00208912,-0.392699,2.88187,-0.224309,4.45265,-0.0011395,0.523599,0,0,0,0.0883589,0.00205288,-0.785727,0.785634,3.14126,1.96096,3.53176,-0.395232,2.88187,4.45267,0.525664,4.63273e-05,-5.08465,3.29936,1.08002e-05,-0.00302779,0.0112888,0.340476,-0.348386,-0.0776102
0.34,-6.49624,-1.02689,0.0954193,0.0966233,0.00210145,0.887102,-0.785684,-0.760547,0.784018,0.0131586,3.14135,-1.86681,1.961,-3.50643,3.53053,0.408651,-0.395171,-2.78672,2.88191,-4.43189,4.44816,-0.513281,0.525729,-5.44637,-1.02324,-7.80675,0.568809,-7.76906,-2.69021,-4.89624,-1.02353,-7.29915,0.357065,-7.29332,-2.41421,0.0237126,0.419279,-0.509455,0.0922551,-0.0268912,-0.0106452,0.0020467,-0.0197431,-0.785739,-0.43436,0.78563,-0.00602759,3.14125,0.018243,1.96094,-0.33075,3.53174,-0.00983414,-0.395251,-0.0150362,1.00891,0.00117099,-1.26089,1.26166,-0.135898,9.95045,-19.9129,9.95616,-1.76762,-5.41835,10.8415,-9.89354,4.84701,-0.439479,0.00998497,-0.0199458,-1.00606,0.774365,-39.5225,18.1238,0,21.3863,-1.38853,9.38666,-4.01184,3.54296,-0.404503,-0.0523766,0.019355,-1.25111,0.200928,0.170307,0.171322,0.166696,1.09924,0.92139,0.170619,1.26835,0.870427,0.198569,1.04098,0.906081,0.214914,0.206751,0.259817,-6.4963,-1,-0.0268912,0,13,-3.46945e-18,3.46945e-18,2.1684e-19,2.1684e-19,1.73472e-17,1.73472e-17,1.05168e-17,-3.1225e-17,6.59195e-17,6.98226e-17,0,-0.785848,-0.0471921,0.785739,0.0010234,3.14159,1.96094,-0.0661499,3.53174,-0.00196683,-0.392699,2.88186,-0.236069,4.45264,-0.000950733,0.523599,0,0,0,0.0919584,0.0020467,-0.785739,0.78563,3.14125,1.96094,3.53174,-0.395251,2.88186,4.45265,0.525648,5.4753e-05,-5.09508,3.34442,1.09663e-05,-0.0501661,0.0123209,0.344611,-0.353345,-0.0827577
0.36,-6.49558,-1.02711,0.0986404,0.0998662,0.00210354,0.890251,-0.785687,-0.760327,0.783961,0.0130928,3.14135,-1.86358,1.96099,-3.5059,3.53048,0.408716,-0.395179,-2.7829,2.88191,-4.43136,4.44794,-0.513436,0.525726,-5.44571,-1.02346,-7.8061,0.568589,-7.7684,-2.69043,-4.89558,-1.02375,-7.29849,0.35684,-7.29266,-2.41443,0.0238772,0.419755,-0.509152,0.0956803,-0.0271145,-0.0106178,0.00203615,-0.020972,-0.785755,-0.449595,0.785621,-0.00582986,3.14124,0.0185252,1.96092,-0.342467,3.53172,-0.00924581,-0.395273,-0.0150584,1.00955,0.00121146,-1.26169,1.26249,-0.14936,9.99419,-20.001,9.99882,-1.82175,-5.46215,10.9294,-9.93999,4.86199,-0.453476,0.0102519,-0.0204798,-1.00193,0.78947,-39.849,18.2043,0,21.6323,-1.4346,9.5161,-4.04245,3.5479,-0.420189,-0.0591383,0.0217759,-1.25238,0.200993,0.161056,0.162146,0.157436,1.12059,0.939987,0.161302,1.29411,0.896548,0.19088,1.06695,0.9207,0.215414,0.206988,0.262754,-6.49544,-1,-0.0271145,0,16,-3.46945e-18,-1.73472e-17,-1.09504e-17,1.12757e-17,-1.04083e-17,-1.04083e-17,-1.74557e-17,-1.38778e-17,-1.04083e-16,-1.20997e-16,0,-0.78589,-0.0486013,0.785755,0.000972082,3.14159,1.96092,-0.0684933,3.53172,-0.00184916,-0.392699,2.88184,-0.247524,4.45262,-0.000762193,0.523599,0,0,0,0.0953519,0.00203615,-0.785755,0.785621,3.14124,1.96092,3.53172,-0.395273,2.88184,4.45264,0.525629,6.73928e-05,-5.10537,3.38839,1.10785e-05,-0.0948503,0.0133343,0.34863,-0.358189,-0.0878678
0.38,-6.49488,-1.02734,0.101691,0.102939,0.00210549,0.893229,-0.78569,-0.760095,0.783908,0.013363,3.14135,-1.86053,1.96098,-3.5054,3.53042,0.409135,-0.395189,-2.77923,2.8819,-4.43086,4.44772,-0.513215,0.52572,-5.44501,-1.02368,-7.8054,0.568369,-7.7677,-2.69065,-4.89488,-1.02397,-7.29779,0.356615,-7.29196,-2.41466,0.0240599,0.420209,-0.508869,0.098925,-0.027338,-0.0105874,0.00202967,-0.0222334,-0.785766,-0.463786,0.785615,-0.00602509,3.14122,0.0188138,1.9609,-0.353553,3.5317,-0.00922862,-0.395292,-0.015079,1.01019,0.00125456,-1.26247,1.26331,-0.163278,10.0361,-20.0853,10.0395,-1.87071,-5.50351,11.0124,-9.98368,4.8757,-0.465807,0.0100679,-0.0201131,-0.998054,0.80459,-40.1652,18.2823,0,21.8704,-1.47852,9.6414,-4.07211,3.55259,-0.434649,-0.0598382,0.0219589,-1.25404,0.201057,0.152539,0.153628,0.148921,1.14044,0.953493,0.152743,1.31851,0.917484,0.183594,1.09156,0.931766,0.215877,0.207212,0.265624,-6.49487,-1,-0.027338,0,18,-3.46945e-18,0,-8.45678e-18,8.45678e-18,1.04083e-17,5.20417e-17,4.91144e-17,-3.81639e-17,-3.81639e-17,-4.57533e-17,0,-0.785918,-0.0500838,0.785766,0.00100831,3.14159,1.9609,-0.0707104,3.5317,-0.00184572,-0.392699,2.88182,-0.258698,4.4526,-0.000732354,0.523599,0,0,0,0.0985646,0.00202967,-0.785766,0.785615,3.14122,1.9609,3.5317,-0.395292,2.88182,4.45262,0.525614,7.58204e-05,-5.11555,3.43134,1.12192e-05,-0.13704,0.0133753,0.35305,-0.36274,-0.0929004
0.4,-6.49413,-1.02756,0.104586,0.105857,0.00210734,0.896053,-0.785693,-0.759939,0.783856,0.0132717,3.14134,-1.85763,1.96097,-3.50492,3.53037,0.409171,-0.395196,-2.77569,2.88189,-4.43038,4.4475,-0.513393,0.525717,-5.44427,-1.02389,-7.80465,0.568149,-7.76695,-2.69087,-4.89413,-1.02419,-7.29705,0.35639,-7.29121,-2.41489,0.0241652,0.420644,-0.508596,0.101995,-0.0275619,-0.0105584,0.00201888,-0.0234983,-0.785781,-0.477589,0.785605,-0.00586689,3.14121,0.0190897,1.96088,-0.364057,3.53168,-0.00865623,-0.395314,-0.0151004,1.01081,0.00129697,-1.26324,1.26411,-0.177298,10.0762,-20.1661,10.0784,-1.91794,-5.54436,11.0944,-10.0271,4.88938,-0.478226,0.0102856,-0.0205487,-0.994259,0.819334,-40.4715,18.358,0,22.1011,-1.5203,9.76275,-4.10085,3.55703,-0.448799,-0.0665555,0.0243451,-1.25514,0.201119,0.14473,0.145892,0.141188,1.16016,0.970422,0.144871,1.34202,0.941467,0.176982,1.1155,0.944958,0.216324,0.207424,0.268426,-6.49402,-1,-0.0275619,0,21,0,6.93889e-18,6.93889e-18,1.75641e-17,1.04083e-17,6.93889e-18,3.03577e-18,-2.77556e-17,-3.46945e-17,-2.14672e-17,0,-0.785958,-0.0513618,0.785782,0.000966062,3.14159,1.96088,-0.0728113,3.53168,-0.00173125,-0.392699,2.8818,-0.269588,4.45259,-0.00054107,0.523599,0,0,0,0.101603,0.00201888,-0.785781,0.785605,3.14121,1.96088,3.53168,-0.395314,2.8818,4.4526,0.525595,8.84631e-05,-5.12558,3.47326,1.13156e-05,-0.176931,0.014381,0.356846,-0.367373,-0.0979453
0.42,-6.49334,-1.02779,0.107337,0.108631,0.00210911,0.898734,-0.785695,-0.759767,0.783807,0.0135125,3.14134,-1.85488,1.96096,-3.50447,3.53032,0.409553,-0.395205,-2.77227,2.88189,-4.42992,4.44729,-0.513195,0.52571,-5.44347,-1.02411,-7.80386,0.567928,-7.76616,-2.69109,-4.89334,-1.02441,-7.29626,0.356164,-7.29041,-2.41511,0.0242911,0.42106,-0.508339,0.104914,-0.0277861,-0.0105265,0.00201222,-0.024778,-0.785792,-0.490493,0.785599,-0.0060912,3.1412,0.0193725,1.96086,-0.374028,3.53166,-0.00863974,-0.395331,-0.0151202,1.01141,0.00134203,-1.26399,1.2649,-0.191592,10.1146,-20.2436,10.1156,-1.96085,-5.58303,11.172,-10.068,4.90194,-0.489146,0.0100613,-0.0201014,-0.990685,0.834118,-40.7685,18.4314,0,22.3246,-1.56027,9.88037,-4.12872,3.56124,-0.461862,-0.0672715,0.0245312,-1.25663,0.201179,0.137539,0.138699,0.13406,1.17856,0.982459,0.137641,1.36435,0.960567,0.170701,1.13826,0.954844,0.21674,0.207625,0.271168,-6.49345,-1,-0.0277861,0,23,3.46945e-18,0,-4.77049e-18,-4.38018e-17,-1.73472e-17,2.77556e-17,3.16587e-17,-1.73472e-17,-1.07553e-16,-1.39212e-16,0,-0.785986,-0.0527246,0.785792,0.00100965,3.14159,1.96086,-0.0748055,3.53166,-0.00172795,-0.392699,2.88179,-0.28023,4.45257,-0.000510502,0.523599,0,0,0,0.104489,0.00201222,-0.785792,0.785599,3.1412,1.96086,3.53166,-0.395331,2.88179,4.45259,0.52558,9.68925e-05,-5.1355,3.51429,1.14496e-05,-0.214668,0.014423,0.361061,-0.371723,-0.102929
0.44,-6.4925,-1.02801,0.109956,0.111274,0.00211082,0.901286,-0.785697,-0.759602,0.78376,0.0134099,3.14134,-1.85226,1.96095,-3.50403,3.53028,0.409567,-0.395212,-2.76897,2.88188,-4.42947,4.44708,-0.513389,0.525708,-5.44264,-1.02433,-7.80302,0.567706,-7.76532,-2.69132,-4.8925,-1.02463,-7.29542,0.355939,-7.28957,-2.41534,0.0244093,0.421462,-0.50809,0.107684,-0.0280107,-0.0104959,0.00200128,-0.0260474,-0.785806,-0.50276,0.785587,-0.00589651,3.14118,0.0196427,1.96084,-0.383507,3.53164,-0.00808479,-0.395353,-0.0151408,1.01201,0.0013864,-1.26473,1.26566,-0.20584,10.1516,-20.3181,10.1513,-2.00095,-5.62022,11.2467,-10.1074,4.91387,-0.500085,0.0103208,-0.0206205,-0.987277,0.848535,-41.0567,18.5027,0,22.5414,-1.59841,9.99446,-4.15577,3.56524,-0.4747,-0.0739118,0.0268733,-1.2576,0.201239,0.13095,0.13218,0.127615,1.1964,0.998338,0.13099,1.38597,0.982733,0.165045,1.16051,0.966864,0.217131,0.207816,0.27385,-6.49259,-1,-0.0280107,0,26,3.46945e-18,-3.46945e-18,-1.05168e-17,-1.32273e-17,0,3.46945e-18,9.97466e-18,3.46945e-18,0,4.77049e-18,0,-0.786025,-0.0538349,0.785806,0.000959673,3.14159,1.96084,-0.0767013,3.53164,-0.00161696,-0.392699,2.88177,-0.290621,4.45255,-0.000317531,0.523599,0,0,0,0.107227,0.00200128,-0.785806,0.785587,3.14118,1.96084,3.53164,-0.395353,2.88177,4.45257,0.525561,0.000109538,-5.14528,3.55439,1.15594e-05,-0.250406,0.0154166,0.364662,-0.376168,-0.107914
0.46,-6.49162,-1.02824,0.112454,0.113798,0.00211248,0.903723,-0.785698,-0.759446,0.783715,0.0136246,3.14134,-1.84976,1.96094,-3.5036,3.53023,0.409913,-0.39522,-2.76578,2.88187,-4.42903,4.44688,-0.513214,0.525702,-5.44175,-1.02456,-7.80214,0.567485,-7.76443,-2.69154,-4.89162,-1.02486,-7.29454,0.355713,-7.28869,-2.41556,0.024522,0.42185,-0.507853,0.110323,-0.0282356,-0.0104636,0.00199029,-0.0273179,-0.78582,-0.514442,0.785576,-0.00611301,3.14117,0.0199183,1.96082,-0.392535,3.53162,-0.00807023,-0.395374,-0.0151611,1.01258,0.0014329,-1.26545,1.26641,-0.220203,10.1872,-20.3897,10.1856,-2.03834,-5.65606,11.3187,-10.1453,4.92519,-0.509771,0.0101023,-0.0201849,-0.984006,0.862997,-41.3365,18.572,0,22.7518,-1.63503,10.1052,-4.18204,3.56905,-0.486573,-0.0746387,0.0270611,-1.25894,0.201297,0.124899,0.126193,0.121823,1.21364,1.00907,0.124868,1.40673,1.00003,0.15967,1.18184,0.975625,0.217503,0.207998,0.27648,-6.49174,-0.999999,-0.0282356,0,29,0,6.93889e-18,1.2631e-17,1.21431e-17,6.93889e-18,4.85723e-17,5.09575e-17,6.93889e-18,1.38778e-17,3.46945e-18,0,-0.786064,-0.055071,0.78582,0.00100232,3.14159,1.96082,-0.078507,3.53162,-0.00161405,-0.392699,2.88175,-0.300799,4.45253,-0.000286522,0.523599,0,0,0,0.109833,0.00199029,-0.78582,0.785576,3.14117,1.96082,3.53162,-0.395374,2.88175,4.45255,0.525542,0.000122185,-5.15496,3.59373,1.16877e-05,-0.284499,0.0154595,0.368698,-0.380342,-0.112854
0.48,-6.49069,-1.02846,0.114841,0.116214,0.00211412,0.906055,-0.785698,-0.759295,0.783672,0.0135058,3.14134,-1.84738,1.96093,-3.50319,3.53019,0.409905,-0.395227,-2.76268,2.88187,-4.42861,4.44669,-0.513422,0.525699,-5.44083,-1.02478,-7.80121,0.567262,-7.76351,-2.69176,-4.89069,-1.02508,-7.29361,0.355486,-7.28776,-2.41579,0.0246291,0.422225,-0.507621,0.112837,-0.0284609,-0.0104309,0.00197506,-0.0285645,-0.785837,-0.525613,0.78556,-0.00592263,3.14115,0.0201917,1.96079,-0.401149,3.53159,-0.00753478,-0.395399,-0.0151821,1.01315,0.00148089,-1.26615,1.26714,-0.234411,10.2214,-20.4588,10.2185,-2.07361,-5.69067,11.3882,-10.1819,4.93602,-0.519603,0.0103567,-0.0206939,-0.980874,0.877369,-41.6085,18.6394,0,22.9562,-1.67019,10.2128,-4.20757,3.57268,-0.498292,-0.0811774,0.0293523,-1.25979,0.201353,0.119358,0.120783,0.116586,1.23045,1.02368,0.119233,1.4269,1.02038,0.154867,1.2028,0.986508,0.217856,0.208172,0.279059,-6.4906,-0.999999,-0.0284609,0,33,0,0,-3.41524e-18,2.75387e-17,1.73472e-17,5.89806e-17,6.35342e-17,-2.42861e-17,-1.14492e-16,-1.24466e-16,0,-0.786115,-0.0560715,0.785838,0.000953501,3.14159,1.96079,-0.0802297,3.53159,-0.00150696,-0.392699,2.88173,-0.310762,4.45251,-9.23482e-05,0.523599,0,0,0,0.112314,0.00197506,-0.785837,0.78556,3.14115,1.96079,3.53159,-0.395399,2.88173,4.45253,0.525519,0.000139051,-5.16454,3.63229,1.17842e-05,-0.316863,0.016441,0.372132,-0.384627,-0.117791
0.5,-6.48971,-1.02869,0.117126,0.118528,0.00211573,0.908289,-0.785699,-0.759156,0.78363,0.0137036,3.14134,-1.8451,1.96093,-3.5028,3.53015,0.410225,-0.395235,-2.75968,2.88186,-4.4282,4.44649,-0.513263,0.525693,-5.43985,-1.025,-7.80023,0.567039,-7.76253,-2.69199,-4.88972,-1.0253,-7.29264,0.355259,-7.28678,-2.41602,0.024727,0.422586,-0.507402,0.115243,-0.0286865,-0.0103938,0.00196403,-0.0298024,-0.78585,-0.536311,0.785547,-0.00613087,3.14114,0.0204792,1.96077,-0.409381,3.53157,-0.00752105,-0.39542,-0.0152015,1.0137,0.00153349,-1.26683,1.26786,-0.248671,10.2546,-20.5256,10.2504,-2.10674,-5.72416,11.4554,-10.2173,4.94637,-0.528307,0.0101441,-0.0202698,-0.977854,0.892009,-41.8731,18.705,0,23.1549,-1.70415,10.3175,-4.23242,3.57616,-0.509153,-0.0819109,0.0295408,-1.26102,0.201408,0.114253,0.115727,0.111714,1.2465,1.03357,0.114059,1.44618,1.03639,0.150268,1.22284,0.994497,0.218193,0.208337,0.281595,-6.48975,-0.999999,-0.0286865,0,36,-3.46945e-18,3.46945e-18,4.33681e-19,2.47198e-17,-6.93889e-18,0,5.85469e-18,-6.93889e-18,-3.46945e-18,-7.37257e-18,0,-0.786154,-0.0572053,0.785851,0.000994991,3.14159,1.96077,-0.0818761,3.53157,-0.00150421,-0.392699,2.88171,-0.320549,4.45249,-6.06539e-05,0.523599,0,0,0,0.114689,0.00196403,-0.78585,0.785547,3.14114,1.96077,3.53157,-0.39542,2.88171,4.45251,0.5255,0.000151703,-5.17404,3.67023,1.19076e-05,-0.347644,0.0164847,0.376019,-0.388654,-0.122703
