t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,delta1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT,K81,K82,K83,K84,K91,K92,K93,K94
28.58,-3.73398,-0.957683,0.233566,-0.0463151,0.117929,0.595213,-0.724741,-0.495161,0.729975,0.102095,3.20247,-1.64365,1.978,-3.44751,3.54252,0.541623,-0.379304,175.586,2.85363,-4.62612,4.5522,-0.484568,0.500933,-2.6668,-0.830064,-5.20259,0.527292,-4.84873,-2.69029,-2.1451,-0.769434,-4.69145,0.324209,-4.3654,-2.42782,0.173937,0.474318,-0.574856,0.168737,-0.0345494,-0.243681,0.0517785,-0.365303,-0.790891,1.27781,0.658577,0.044504,3.13611,0.228993,1.91185,-1.62833,3.48265,-0.369274,-0.444344,-0.0410453,1.02978,-0.271915,-1.28861,1.26367,0.583922,7.50254,-14.8734,7.59261,5.19961,-1.38563,2.87824,-5.17953,2.50992,1.52843,0.125097,-0.238716,-1.22516,25.2359,-138.99,52.6012,0,117.328,-18.8494,52.2085,-18.5464,5.23342,-4.50675,9.85394,-3.47574,-2.15986,0.203092,0.0236716,0.0196898,0.0242605,0.967851,1.00654,0.0171064,5.06435,-0.180601,29.8342,-10.0849,-4.21533,0.136794,0.294327,-2.33017,-3.73636,-0.923215,-0.0345494,0,11785,1.21431e-17,6.93889e-18,-1.73472e-17,2.42861e-17,4.16334e-17,1.38778e-17,1.38778e-17,2.77556e-16,1.11022e-15,1.13798e-15,0,-0.907535,0.158657,0.790884,-0.00570527,3.14159,1.91185,-0.325666,3.48265,-0.0738548,-0.392699,2.78748,4.72047,4.3583,0.162385,0.523599,0,0,0,0.166942,0.0517785,-0.790891,0.658577,3.13611,1.91185,3.48265,-0.444344,2.78748,4.35827,0.431308,0.0661503,-6.76997,-16.082,8.80497e-05,36.4488,-0.263058,-2.31967,1.67319,-7.80902
28.6,-3.73217,-0.95764,0.234037,-0.0459179,0.117997,0.595696,-0.724665,-0.494698,0.729891,0.102384,3.20255,-1.6433,1.97801,-3.44738,3.54253,0.54164,-0.379292,176.157,2.85392,-4.56893,4.48189,-0.437866,0.49954,-2.66496,-0.829987,-5.20086,0.527263,-4.84674,-2.69043,-2.14329,-0.769282,-4.68973,0.324187,-4.36348,-2.42782,0.174239,0.474441,-0.586574,0.16915,-0.0346262,-0.243739,0.0517737,-0.364416,-0.790889,1.27574,0.658428,0.0444759,3.13611,0.227074,1.91179,-1.62936,3.48258,-0.369235,-0.444405,-0.0410909,1.02992,-0.271973,-1.28876,1.26366,0.592088,7.50689,-14.88,7.59521,5.18904,-1.38804,2.88242,-5.18076,2.5121,1.5259,0.125174,-0.238836,-1.22506,25.1522,-139.605,52.7996,0,117.865,-18.8142,52.4742,-18.6324,5.23193,-4.50188,9.90067,-3.49088,-2.15925,0.203107,0.0235652,0.0198569,0.0241122,0.982906,1.02099,0.0172973,5.07129,-0.179722,28.5323,-7.21033,-1.88021,0.136901,0.294285,-0.446113,-3.73447,-0.923091,-0.0346262,0,11795,-3.46945e-18,1.38778e-17,-2.08167e-17,1.38778e-17,5.55112e-17,1.11022e-16,9.02056e-17,-1.11022e-15,6.66134e-16,5.13478e-16,0,-0.907646,0.158397,0.790882,-0.00570486,3.14159,1.91179,-0.325873,3.48259,-0.073847,-0.392699,2.7877,2.33985,4.35852,0.0701065,0.523599,0,0,0,0.167342,0.0517737,-0.790889,0.658428,3.13611,1.91179,3.48258,-0.444405,2.7877,4.3585,0.431531,0.0662237,-2.65984,-7.34643,4.01754e-05,12.1289,-0.103657,-1.05965,0.763446,-1.6468
28.62,-3.73038,-0.957586,0.234502,-0.0455142,0.118045,0.596175,-0.724581,-0.494197,0.729805,0.102652,3.20263,-1.64294,1.97798,-3.44711,3.54251,0.541561,-0.379324,176.425,2.85443,-4.63693,4.45174,-0.358166,0.499091,-2.66315,-0.829937,-5.19913,0.527292,-4.84477,-2.69062,-2.14152,-0.769152,-4.688,0.324195,-4.36163,-2.4278,0.174573,0.474716,-0.68428,0.16956,-0.0346904,-0.243817,0.0517477,-0.363231,-0.790878,1.2737,0.658276,0.0445455,3.13612,0.220915,1.91169,-1.62857,3.48248,-0.368642,-0.444514,-0.0411366,1.03006,-0.272054,-1.28892,1.26364,0.602897,7.51131,-14.8866,7.59801,5.17715,-1.39024,2.88612,-5.18175,2.51445,1.52338,0.125396,-0.239235,-1.22499,24.5823,-140.236,53.0052,0,118.358,-18.5509,52.7407,-18.7191,5.22536,-4.4542,9.9413,-3.50395,-2.15636,0.203121,0.0232246,0.0201851,0.0239652,0.997648,1.03638,0.0183552,5.08326,-0.18028,13.407,-10.5851,0.770773,0.137017,0.294144,0.107692,-3.73259,-0.922966,-0.0346904,0,11805,-1.73472e-18,-6.93889e-18,-4.51028e-17,7.28584e-17,2.77556e-17,5.55112e-17,6.93889e-17,1.67227e-15,-1.47105e-15,-1.37043e-15,0,-0.90775,0.158177,0.790874,-0.00572064,3.14159,1.91169,-0.325716,3.48248,-0.0737285,-0.392699,2.78813,0.952526,4.35891,0.0222989,0.523599,0,0,0,0.16774,0.0517477,-0.790878,0.658276,3.13612,1.91169,3.48248,-0.444514,2.78813,4.35893,0.431921,0.0662972,-2.4904,-2.25044,-8.34091e-06,4.06448,-0.122582,-0.342048,0.228368,-0.0842173
28.64,-3.72862,-0.957524,0.234956,-0.0451042,0.118074,0.596643,-0.724487,-0.493693,0.729701,0.102985,3.20272,-1.64256,1.97794,-3.44686,3.54246,0.541543,-0.379365,176.558,2.85477,-3.56569,4.42842,-0.584136,0.498745,-2.66135,-0.829923,-5.1974,0.527348,-4.84288,-2.69074,-2.13976,-0.769043,-4.68628,0.324229,-4.35982,-2.42776,0.174878,0.474966,0.363989,0.169971,-0.0347452,-0.243897,0.0517111,-0.361853,-0.79085,1.27155,0.658116,0.0445451,3.13614,0.216357,1.91158,-1.62842,3.48237,-0.368297,-0.444623,-0.0411788,1.03021,-0.27214,-1.28907,1.26362,0.615286,7.51579,-14.8932,7.60093,5.16417,-1.39262,2.89013,-5.18293,2.51701,1.52087,0.1255,-0.239411,-1.22496,24.1994,-140.911,53.224,0,118.913,-18.3743,53.0232,-18.8108,5.22066,-4.42307,9.98896,-3.51938,-2.15442,0.203136,0.0226981,0.0204998,0.0234192,1.01211,1.05303,0.0187433,5.09363,-0.18119,6.64713,42.994,-10.5278,0.137141,0.294041,0.0571039,-3.7309,-0.922853,-0.0347452,0,11814,6.93889e-18,-3.46945e-18,-3.46945e-18,-2.77556e-17,-1.38778e-17,1.38778e-17,0,-1.83187e-15,1.72778e-15,1.90733e-15,0,-0.907824,0.157931,0.790846,-0.00572549,3.14159,1.91158,-0.325687,3.48237,-0.0736595,-0.392699,2.78841,0.22228,4.35918,-0.0136639,0.523599,0,0,0,0.168139,0.0517111,-0.79085,0.658116,3.13614,1.91158,3.48237,-0.444623,2.78841,4.3592,0.432193,0.0663633,-3.05824,0.438178,1.62188e-06,1.66274,-0.150924,0.0665995,-0.044406,0.0941134
28.66,-3.72688,-0.957457,0.235398,-0.0446861,0.118092,0.597108,-0.724388,-0.493153,0.729587,0.103351,3.20282,-1.64219,1.97788,-3.4466,3.54241,0.541465,-0.379415,176.643,2.85485,-4.23915,4.42212,-0.419881,0.498384,-2.65956,-0.829932,-5.19567,0.527422,-4.84109,-2.69073,-2.13803,-0.768949,-4.68457,0.324279,-4.35806,-2.4277,0.175201,0.475217,-0.315417,0.170371,-0.0347939,-0.24397,0.0516626,-0.360517,-0.790818,1.26943,0.657944,0.0445421,3.13618,0.212403,1.91145,-1.62845,3.48225,-0.367837,-0.444741,-0.0412208,1.03034,-0.272218,-1.28921,1.26359,0.627252,7.52021,-14.8997,7.60373,5.15138,-1.39497,2.89403,-5.18398,2.51949,1.51837,0.125601,-0.23958,-1.22491,23.885,-141.606,53.4501,0,119.494,-18.2288,53.3123,-18.9046,5.21656,-4.39697,10.0334,-3.53364,-2.15257,0.203149,0.0220972,0.0209069,0.0232526,1.02755,1.07141,0.0188431,5.10369,-0.181901,4.27615,9.32481,-2.31499,0.137262,0.293951,0.183531,-3.72921,-0.922741,-0.0347939,0,11823,-8.67362e-18,0,3.46945e-18,1.04083e-17,-1.38778e-17,5.55112e-17,1.11022e-16,6.66134e-16,-6.07153e-16,-6.97359e-16,0,-0.907893,0.15769,0.79081,-0.0057299,3.14159,1.91145,-0.32569,3.48225,-0.0735675,-0.392699,2.78842,-0.217443,4.35921,-0.0353829,0.523599,0,0,0,0.168526,0.0516626,-0.790818,0.657944,3.13618,1.91145,3.48225,-0.444741,2.78842,4.35922,0.432216,0.0664295,-3.61697,2.05871,4.87473e-06,0.794599,-0.178621,0.312916,-0.208569,0.00149803
28.68,-3.72516,-0.957386,0.235827,-0.0442605,0.118105,0.597577,-0.724295,-0.49263,0.729485,0.103699,3.20292,-1.64182,1.97783,-3.4464,3.54235,0.541437,-0.37947,176.708,2.85489,-4.29662,4.41618,-0.39864,0.498091,-2.65779,-0.829934,-5.19395,0.52751,-4.83933,-2.69068,-2.1363,-0.768858,-4.68285,0.324338,-4.35631,-2.42764,0.175529,0.475414,-0.378533,0.170759,-0.0348378,-0.244024,0.0516091,-0.359381,-0.790791,1.26739,0.657784,0.0445432,3.13621,0.211028,1.91133,-1.62949,3.48213,-0.367694,-0.444863,-0.0412626,1.03048,-0.272272,-1.28936,1.26357,0.63736,7.52459,-14.9061,7.60632,5.13964,-1.39728,2.89788,-5.18491,2.52174,1.51588,0.12571,-0.239768,-1.22482,23.8681,-142.31,53.6782,0,120.118,-18.2215,53.6057,-18.9996,5.21541,-4.39673,10.0824,-3.54945,-2.1521,0.203163,0.0214501,0.0212784,0.0234481,1.04289,1.08882,0.0181817,5.11096,-0.183265,3.21089,6.45291,-1.25298,0.137373,0.293917,0.273939,-3.72751,-0.922628,-0.0348378,0,11832,-8.67362e-18,-2.77556e-17,-4.51028e-17,4.85723e-17,2.77556e-17,2.77556e-17,4.85723e-17,-5.55112e-16,4.78784e-16,4.92661e-16,0,-0.907969,0.157456,0.790783,-0.00573461,3.14159,1.91133,-0.325897,3.48213,-0.0735387,-0.392699,2.78839,-0.546842,4.35918,-0.0516618,0.523599,0,0,0,0.168902,0.0516091,-0.790791,0.657784,3.13621,1.91133,3.48213,-0.444863,2.78839,4.35919,0.432185,0.0664957,-4.14324,3.27286,7.74857e-06,0.427944,-0.204666,0.497461,-0.331528,-0.166334
28.7,-3.72343,-0.957312,0.236243,-0.0438309,0.118121,0.598048,-0.724198,-0.492124,0.729393,0.103812,3.20301,-1.6415,1.97781,-3.44636,3.54232,0.541417,-0.37949,176.761,2.85517,-4.31483,4.41126,-0.409027,0.498318,-2.65602,-0.829921,-5.19224,0.527579,-4.8375,-2.69077,-2.13458,-0.768757,-4.68115,0.324397,-4.35456,-2.42757,0.175852,0.475444,-0.401894,0.171133,-0.0348784,-0.244047,0.0515589,-0.358447,-0.79076,1.26537,0.657634,0.0448822,3.13623,0.214641,1.91124,-1.63257,3.48204,-0.367948,-0.444949,-0.0413041,1.03061,-0.272288,-1.28949,1.26354,0.645445,7.52895,-14.9126,7.60875,5.12881,-1.39962,2.90178,-5.18574,2.52381,1.51297,0.126333,-0.240935,-1.22462,24.4307,-142.99,53.8954,0,120.792,-18.4846,53.8948,-19.092,5.22012,-4.44598,10.1308,-3.56484,-2.154,0.203176,0.0207901,0.0214813,0.0235635,1.05773,1.1081,0.0161725,5.11208,-0.183439,2.69032,5.55683,-0.538169,0.137476,0.293994,0.351459,-3.72582,-0.922515,-0.0348784,0,11841,0,1.04083e-17,3.46945e-18,-6.93889e-18,4.16334e-17,2.77556e-17,3.46945e-17,-1.90126e-15,1.67921e-15,1.7833e-15,0,-0.908042,0.157324,0.790759,-0.0057945,3.14159,1.91124,-0.326513,3.48204,-0.0735896,-0.392699,2.78861,-0.829731,4.35941,-0.0548813,0.523599,0,0,0,0.169265,0.0515589,-0.79076,0.657634,3.13623,1.91124,3.48204,-0.444949,2.78861,4.35941,0.432421,0.0665619,-4.67095,4.31957,-3.20269e-06,0.340823,-0.1878,0.625539,-0.445925,-0.382503
28.72,-3.72169,-0.957236,0.236647,-0.0433985,0.118146,0.598536,-0.724109,-0.491568,0.729296,0.104165,3.2031,-1.64121,1.9778,-3.44632,3.5423,0.541408,-0.379498,176.81,2.85547,-4.32212,4.40666,-0.401097,0.498396,-2.65425,-0.829893,-5.19053,0.527634,-4.83564,-2.69085,-2.13284,-0.768641,-4.67944,0.324448,-4.35278,-2.42751,0.176222,0.47548,-0.413857,0.171486,-0.0349184,-0.24404,0.0515109,-0.357865,-0.790745,1.26346,0.657471,0.0448885,3.13625,0.217259,1.91116,-1.63508,3.48196,-0.368181,-0.44503,-0.0413487,1.03073,-0.272265,-1.28962,1.26351,0.650271,7.53324,-14.919,7.61088,5.11967,-1.40182,2.90543,-5.18624,2.52549,1.5104,0.126471,-0.241179,-1.2244,24.8655,-143.602,54.0903,0,121.385,-18.6881,54.1566,-19.1755,5.22349,-4.48434,10.176,-3.57927,-2.15539,0.203189,0.0202036,0.0216213,0.0243762,1.07438,1.12575,0.0145774,5.11401,-0.183857,2.42741,5.20751,-0.141657,0.137566,0.294039,0.425127,-3.72394,-0.92239,-0.0349184,0,11851,-1.73472e-18,6.93889e-18,-3.46945e-17,2.77556e-17,2.77556e-17,2.77556e-17,4.85723e-17,-1.66533e-16,1.52656e-16,1.73472e-16,0,-0.90814,0.157102,0.790744,-0.00579935,3.14159,1.91116,-0.327016,3.48196,-0.0736363,-0.392699,2.78884,-1.09684,4.35964,-0.0657952,0.523599,0,0,0,0.169607,0.0515109,-0.790745,0.657471,3.13625,1.91116,3.48196,-0.44503,2.78884,4.35963,0.432648,0.0666355,-5.23119,5.31025,-3.93256e-06,0.413414,-0.210931,0.769005,-0.547548,-0.638413
28.74,-3.71993,-0.957162,0.237041,-0.0429691,0.118182,0.599027,-0.724017,-0.491038,0.729204,0.104115,3.20319,-1.64093,1.97779,-3.44622,3.54228,0.541453,-0.379508,176.857,2.85568,-4.32374,4.40198,-0.402776,0.498501,-2.65246,-0.82985,-5.18882,0.527678,-4.83378,-2.6909,-2.13109,-0.768511,-4.67773,0.324488,-4.35098,-2.42746,0.176569,0.475572,-0.420262,0.171835,-0.0349621,-0.243999,0.0514799,-0.357413,-0.790719,1.26154,0.65732,0.045496,3.13627,0.217604,1.91109,-1.63648,3.48188,-0.368354,-0.445106,-0.0413896,1.03086,-0.272203,-1.28974,1.26348,0.653601,7.53759,-14.9257,7.61298,5.11107,-1.404,2.90911,-5.18663,2.52707,1.5071,0.127518,-0.243156,-1.22404,25.0208,-144.164,54.2705,0,121.891,-18.7608,54.3957,-19.2524,5.22395,-4.49917,10.2214,-3.59395,-2.15574,0.203201,0.0197053,0.0214678,0.0245257,1.08947,1.14722,0.0138631,5.1183,-0.18467,2.35832,5.13682,0.249862,0.137652,0.294024,0.500536,-3.72225,-0.922277,-0.0349621,0,11860,-1.04083e-17,-3.1225e-17,-2.42861e-17,2.42861e-17,1.38778e-17,1.38778e-17,1.38778e-17,-2.27596e-15,1.98452e-15,2.08861e-15,0,-0.908218,0.157061,0.790721,-0.00590291,3.14159,1.91109,-0.327295,3.48188,-0.0736708,-0.392699,2.78898,-1.36649,4.35978,-0.0706067,0.523599,0,0,0,0.169945,0.0514799,-0.790719,0.65732,3.13627,1.91109,3.48188,-0.445106,2.78898,4.35978,0.432791,0.0667017,-5.85672,6.31044,-3.89874e-06,0.690166,-0.215337,0.896115,-0.655431,-0.955325
28.76,-3.71817,-0.957095,0.237428,-0.0425429,0.118224,0.59952,-0.723923,-0.490481,0.729102,0.104472,3.20328,-1.64066,1.97777,-3.4461,3.54226,0.541443,-0.379523,176.905,2.85583,-4.3222,4.39688,-0.396005,0.498423,-2.65065,-0.829809,-5.18711,0.527712,-4.83191,-2.69093,-2.12934,-0.768376,-4.67602,0.324514,-4.34915,-2.42742,0.17693,0.475689,-0.423744,0.172173,-0.0350127,-0.24394,0.0514564,-0.357068,-0.790691,1.25964,0.65716,0.0455204,3.1363,0.217218,1.91101,-1.63746,3.4818,-0.368324,-0.445187,-0.0414304,1.03097,-0.272119,-1.28986,1.26346,0.655818,7.54193,-14.9324,7.61501,5.10295,-1.4061,2.91266,-5.18686,2.52854,1.50441,0.127693,-0.24347,-1.22375,25.0837,-144.704,54.4457,0,122.363,-18.79,54.6253,-19.3268,5.22341,-4.50529,10.2608,-3.60671,-2.15552,0.203213,0.0193792,0.0213103,0.0246534,1.10488,1.16507,0.0135703,5.12362,-0.185182,2.41385,5.22162,0.588391,0.137733,0.293987,0.583921,-3.72056,-0.922164,-0.0350127,0,11869,8.67362e-18,6.93889e-18,1.04083e-17,-4.16334e-17,4.16334e-17,-1.38778e-17,-6.93889e-18,2.08167e-16,-1.38778e-16,-1.66533e-16,0,-0.908293,0.156856,0.790694,-0.00591079,3.14159,1.91101,-0.327492,3.4818,-0.0736647,-0.392699,2.78906,-1.6606,4.35986,-0.0815428,0.523599,0,0,0,0.170273,0.0514564,-0.790691,0.65716,3.1363,1.91101,3.4818,-0.445187,2.78906,4.35986,0.432872,0.066768,-6.60789,7.40096,-4.56984e-06,1.16662,-0.243334,1.05098,-0.768251,-1.3648
28.78,-3.71639,-0.957032,0.237813,-0.0421167,0.118273,0.600022,-0.723825,-0.489878,0.728993,0.1048,3.20338,-1.64037,1.97772,-3.44583,3.54222,0.541436,-0.379569,176.958,2.8559,-4.31708,4.39096,-0.394971,0.498367,-2.64884,-0.829769,-5.18538,0.527752,-4.83004,-2.69095,-2.12757,-0.768236,-4.6743,0.32453,-4.3473,-2.42739,0.177323,0.475956,-0.424486,0.172498,-0.0350686,-0.243872,0.0514313,-0.356766,-0.790667,1.25775,0.656985,0.0456276,3.13632,0.212761,1.91088,-1.63661,3.48168,-0.367988,-0.445309,-0.0414743,1.03109,-0.272022,-1.28998,1.26343,0.657536,7.54626,-14.9392,7.61701,5.09499,-1.40813,2.9161,-5.18696,2.52995,1.5016,0.128002,-0.24404,-1.22342,24.6581,-145.246,54.6258,0,122.769,-18.5905,54.8494,-19.4011,5.21782,-4.46953,10.3003,-3.61985,-2.1533,0.203225,0.0192127,0.0213124,0.0251407,1.12163,1.18471,0.0145604,5.13451,-0.187122,2.62888,5.48082,0.984145,0.137813,0.293852,0.683085,-3.71869,-0.922039,-0.0350686,0,11879,-5.20417e-18,-6.93889e-18,-2.08167e-17,6.93889e-18,1.38778e-17,1.38778e-17,-6.93889e-18,5.96745e-16,-4.996e-16,-5.13478e-16,0,-0.908382,0.156674,0.790668,-0.00593218,3.14159,1.91088,-0.32732,3.48168,-0.0735976,-0.392699,2.78906,-2.00211,4.35987,-0.0879994,0.523599,0,0,0,0.170587,0.0514313,-0.790667,0.656985,3.13632,1.91088,3.48168,-0.445309,2.78906,4.35986,0.432883,0.0668417,-7.57069,8.66566,-2.97192e-05,2.02466,-0.258994,1.2129,-0.904707,-1.92857
28.8,-3.7146,-0.956973,0.238195,-0.0416936,0.118327,0.600524,-0.723726,-0.489299,0.728886,0.105168,3.20348,-1.64007,1.97767,-3.44562,3.54216,0.541411,-0.379619,177.018,2.85592,-4.30827,4.38358,-0.386227,0.49808,-2.64701,-0.829724,-5.18365,0.527785,-4.82816,-2.69093,-2.12579,-0.768092,-4.67258,0.324537,-4.34543,-2.42737,0.177696,0.476167,-0.422763,0.172826,-0.0351297,-0.24379,0.0514188,-0.356485,-0.790634,1.25586,0.656819,0.0456678,3.13636,0.211198,1.91076,-1.63696,3.48156,-0.367784,-0.445427,-0.0415149,1.03121,-0.271911,-1.2901,1.26341,0.658908,7.55064,-14.9461,7.61904,5.08711,-1.41015,2.91952,-5.18703,2.53135,1.49885,0.128209,-0.244414,-1.22309,24.5821,-145.831,54.8208,0,123.253,-18.5531,55.0916,-19.4817,5.21559,-4.46311,10.3406,-3.63324,-2.15238,0.203237,0.0191304,0.021155,0.0250634,1.13693,1.20312,0.0149076,5.14259,-0.188401,2.99944,5.92272,1.42132,0.137893,0.293782,0.8122,-3.717,-0.921926,-0.0351297,0,11888,1.73472e-18,1.04083e-17,0,0,2.77556e-17,4.16334e-17,4.16334e-17,-7.21645e-16,7.77156e-16,7.63278e-16,0,-0.908451,0.156477,0.790635,-0.00594271,3.14159,1.91076,-0.32739,3.48156,-0.0735568,-0.392699,2.78902,-2.43398,4.35983,-0.102804,0.523599,0,0,0,0.170905,0.0514188,-0.790634,0.656819,3.13636,1.91076,3.48156,-0.445427,2.78902,4.35981,0.432838,0.0669081,-8.92848,10.2636,-3.51965e-05,3.47007,-0.30552,1.43656,-1.07145,-2.77203
28.82,-3.7128,-0.95692,0.238579,-0.0412698,0.118386,0.601033,-0.723627,-0.488691,0.728781,0.105546,3.20358,-1.63977,1.97763,-3.44545,3.54212,0.541339,-0.379661,177.09,2.85588,-4.29304,4.37366,-0.376085,0.49766,-2.64517,-0.829675,-5.18192,0.527804,-4.82628,-2.69091,-2.124,-0.767945,-4.67086,0.324535,-4.34354,-2.42735,0.1781,0.476331,-0.417037,0.173145,-0.0351968,-0.243707,0.0514037,-0.356263,-0.790609,1.254,0.656648,0.0457075,3.13638,0.211499,1.91065,-1.63811,3.48144,-0.367612,-0.445544,-0.0415588,1.03132,-0.271797,-1.29021,1.26339,0.659765,7.555,-14.9529,7.62103,5.07957,-1.41208,2.9228,-5.18698,2.53266,1.49612,0.128422,-0.244803,-1.22275,24.7325,-146.434,55.0213,0,123.78,-18.6209,55.3425,-19.565,5.21556,-4.47544,10.3787,-3.64584,-2.15223,0.203248,0.0192004,0.021189,0.0254717,1.15331,1.22173,0.0148337,5.14893,-0.18908,3.61927,6.68188,2.00425,0.13797,0.293753,0.999835,-3.71512,-0.9218,-0.0351968,0,11898,-3.46945e-18,-1.04083e-17,6.93889e-18,-2.42861e-17,2.77556e-17,4.16334e-17,4.16334e-17,-8.04912e-16,9.99201e-16,9.4369e-16,0,-0.90854,0.156281,0.79061,-0.00595294,3.14159,1.91065,-0.327619,3.48145,-0.0735225,-0.392699,2.7889,-3.02843,4.35973,-0.121142,0.523599,0,0,0,0.171213,0.0514037,-0.790609,0.656648,3.13638,1.91065,3.48144,-0.445544,2.7889,4.3597,0.432735,0.0669819,-11.0545,12.4606,-7.42387e-05,6.21107,-0.371677,1.73851,-1.30277,-4.17722
28.84,-3.71099,-0.956872,0.238966,-0.0408478,0.118449,0.601542,-0.723529,-0.488099,0.728675,0.105912,3.20368,-1.63948,1.97759,-3.4453,3.54207,0.541328,-0.379699,177.183,2.85581,-4.26577,4.35882,-0.358693,0.496926,-2.64333,-0.829625,-5.18018,0.527811,-4.8244,-2.69087,-2.1222,-0.767797,-4.66913,0.324522,-4.34164,-2.42734,0.178489,0.476475,-0.403874,0.173473,-0.0352703,-0.243617,0.0514005,-0.356055,-0.790578,1.25215,0.656484,0.0457693,3.13641,0.212348,1.91054,-1.63949,3.48134,-0.367613,-0.445648,-0.0415994,1.03144,-0.271675,-1.29033,1.26337,0.660431,7.5594,-14.9599,7.62306,5.0721,-1.41396,2.92599,-5.18686,2.53395,1.49336,0.12867,-0.245254,-1.2224,24.9491,-147.038,55.2224,0,124.315,-18.7197,55.5953,-19.6489,5.21619,-4.49401,10.4213,-3.65997,-2.15249,0.20326,0.0193593,0.0211011,0.0254345,1.16849,1.24003,0.0147556,5.15447,-0.189627,4.61956,8.0421,2.87381,0.138047,0.293736,1.32613,-3.71343,-0.921687,-0.0352703,0,11907,1.73472e-18,1.04083e-17,0,0,4.16334e-17,1.38778e-17,6.93889e-18,-4.71845e-16,6.66134e-16,5.27356e-16,0,-0.908612,0.156099,0.790579,-0.00596693,3.14159,1.91054,-0.327895,3.48134,-0.0735226,-0.392699,2.78877,-3.95722,4.35959,-0.152261,0.523599,0,0,0,0.171531,0.0514005,-0.790578,0.656484,3.13641,1.91054,3.48134,-0.445648,2.78877,4.35956,0.4326,0.0670483,-14.9728,15.8919,-9.47077e-05,12.1674,-0.503015,2.21725,-1.66196,-6.93389
28.86,-3.70917,-0.95683,0.23936,-0.0404234,0.118516,0.60206,-0.723433,-0.487473,0.72857,0.106308,3.20378,-1.63918,1.97755,-3.44514,3.54203,0.541263,-0.379733,177.308,2.85572,-4.20854,4.33263,-0.326605,0.495543,-2.64147,-0.829572,-5.17844,0.527806,-4.8225,-2.69082,-2.12039,-0.767648,-4.66739,0.3245,-4.33972,-2.42734,0.178913,0.476624,-0.371447,0.173797,-0.0353501,-0.243531,0.051394,-0.355882,-0.790555,1.25034,0.656312,0.0458066,3.13644,0.212937,1.91043,-1.64078,3.48123,-0.367476,-0.445757,-0.0416436,1.03155,-0.271557,-1.29045,1.26335,0.660858,7.5638,-14.9669,7.62508,5.06483,-1.41574,2.929,-5.18663,2.53519,1.49067,0.128887,-0.245649,-1.22205,25.1359,-147.645,55.4244,0,124.85,-18.8047,55.8495,-19.7334,5.21654,-4.5095,10.4601,-3.67281,-2.15248,0.203272,0.0196572,0.02122,0.0259108,1.18486,1.2585,0.0148261,5.1605,-0.189882,6.27496,10.8988,4.47407,0.138122,0.293714,2.15355,-3.71156,-0.921561,-0.0353501,0,11917,-5.20417e-18,0,1.04083e-17,2.08167e-17,1.38778e-17,1.11022e-16,1.11022e-16,3.96905e-15,-1.05471e-14,-1.22125e-14,0,-0.908703,0.15591,0.790556,-0.00597668,3.14159,1.91043,-0.328153,3.48123,-0.0734953,-0.392699,2.7886,-5.7177,4.35942,-0.211387,0.523599,0,0,0,0.171844,0.051394,-0.790555,0.656312,3.13644,1.91043,3.48123,-0.445757,2.7886,4.35939,0.432434,0.0671221,-24.3965,22.3941,-0.000154282,29.116,-0.819515,3.12506,-2.3427,-14.0426
